teamName,season,sport,headCoach,stat,rank,value
Virginia Cavaliers,2019-20,Women's Soccer,Steve Swanson,Goals-Against Average,8,0.478
Virginia Cavaliers,2019-20,Women's Soccer,Steve Swanson,Shutout Percentage,9,0.636
Virginia Cavaliers,2019-20,Women's Soccer,Steve Swanson,Save Pct,T-122,0.788
Virginia Cavaliers,2019-20,Women's Soccer,Steve Swanson,Won-Lost-Tied Percentage,6,0.841
Virginia Cavaliers,2019-20,Women's Soccer,Steve Swanson,Points Per Game,5,8.09
Virginia Cavaliers,2019-20,Women's Soccer,Steve Swanson,Assists Per Game,12,2.36
Virginia Cavaliers,2019-20,Women's Soccer,Steve Swanson,Saves Per Game,334,1.86
Virginia Cavaliers,2019-20,Women's Soccer,Steve Swanson,Fouls Per Game,24,6.86
Virginia Cavaliers,2019-20,Women's Soccer,Steve Swanson,Shots on Goal Per Game,33,7.55
Virginia Cavaliers,2019-20,Women's Soccer,Steve Swanson,Total Points,6,178
Virginia Cavaliers,2019-20,Women's Soccer,Steve Swanson,Shots Per Game,44,15.86
Virginia Cavaliers,2019-20,Women's Soccer,Steve Swanson,Total Assists,10,52
Virginia Cavaliers,2019-20,Women's Soccer,Steve Swanson,Penalty Kicks,T-163,0.667
Virginia Tech Hokies,2019-20,Women's Soccer,Chugger Adair,Corner Kicks Per Game,113,4.84
Virginia Tech Hokies,2019-20,Women's Soccer,Chugger Adair,Scoring Offense,T-161,1.37
Virginia Tech Hokies,2019-20,Women's Soccer,Chugger Adair,Shot Accuracy,186,0.454
Virginia Tech Hokies,2019-20,Women's Soccer,Chugger Adair,Total Goals,162,26
Virginia Tech Hokies,2019-20,Women's Soccer,Chugger Adair,Goals-Against Average,36,0.772
Virginia Tech Hokies,2019-20,Women's Soccer,Chugger Adair,Shutout Percentage,T-30,0.526
Virginia Tech Hokies,2019-20,Women's Soccer,Chugger Adair,Save Pct,31,0.837
Virginia Tech Hokies,2019-20,Women's Soccer,Chugger Adair,Won-Lost-Tied Percentage,61,0.684
Virginia Tech Hokies,2019-20,Women's Soccer,Chugger Adair,Points Per Game,169,3.84
Virginia Tech Hokies,2019-20,Women's Soccer,Chugger Adair,Assists Per Game,165,1.11
Virginia Tech Hokies,2019-20,Women's Soccer,Chugger Adair,Saves Per Game,T-203,4.05
Virginia Tech Hokies,2019-20,Women's Soccer,Chugger Adair,Fouls Per Game,315,12.21
Virginia Tech Hokies,2019-20,Women's Soccer,Chugger Adair,Shots on Goal Per Game,217,5.21
Virginia Tech Hokies,2019-20,Women's Soccer,Chugger Adair,Total Points,T-164,73
Virginia Tech Hokies,2019-20,Women's Soccer,Chugger Adair,Shots Per Game,212,11.47
Virginia Tech Hokies,2019-20,Women's Soccer,Chugger Adair,Total Assists,T-157,21
Virginia Tech Hokies,2019-20,Women's Soccer,Chugger Adair,Penalty Kicks,T-1,1.000
Wagner Seahawks,2019-20,Women's Soccer,Phil Casella,Corner Kicks Per Game,176,4.28
Wagner Seahawks,2019-20,Women's Soccer,Phil Casella,Scoring Offense,T-223,1.11
Wagner Seahawks,2019-20,Women's Soccer,Phil Casella,Shot Accuracy,47,0.510
Wagner Seahawks,2019-20,Women's Soccer,Phil Casella,Total Goals,T-223,20
Wagner Seahawks,2019-20,Women's Soccer,Phil Casella,Goals-Against Average,234,1.586
Wagner Seahawks,2019-20,Women's Soccer,Phil Casella,Shutout Percentage,T-193,0.278
Wagner Seahawks,2019-20,Women's Soccer,Phil Casella,Save Pct,136,0.781
Wagner Seahawks,2019-20,Women's Soccer,Phil Casella,Won-Lost-Tied Percentage,T-247,0.361
Wagner Seahawks,2019-20,Women's Soccer,Phil Casella,Points Per Game,253,2.67
Wagner Seahawks,2019-20,Women's Soccer,Phil Casella,Assists Per Game,T-303,0.44
Wagner Seahawks,2019-20,Women's Soccer,Phil Casella,Saves Per Game,38,5.94
Wagner Seahawks,2019-20,Women's Soccer,Phil Casella,Fouls Per Game,306,11.83
Wagner Seahawks,2019-20,Women's Soccer,Phil Casella,Shots on Goal Per Game,T-170,5.72
Wagner Seahawks,2019-20,Women's Soccer,Phil Casella,Total Points,T-253,48
Wagner Seahawks,2019-20,Women's Soccer,Phil Casella,Shots Per Game,225,11.22
Wagner Seahawks,2019-20,Women's Soccer,Phil Casella,Total Assists,T-300,8
Wagner Seahawks,2019-20,Women's Soccer,Phil Casella,Penalty Kicks,T-1,1.000
Wake Forest Demon Deacons,2019-20,Women's Soccer,Tony da Luz,Corner Kicks Per Game,T-290,3.00
Wake Forest Demon Deacons,2019-20,Women's Soccer,Tony da Luz,Scoring Offense,108,1.61
Wake Forest Demon Deacons,2019-20,Women's Soccer,Tony da Luz,Shot Accuracy,176,0.460
Wake Forest Demon Deacons,2019-20,Women's Soccer,Tony da Luz,Total Goals,T-122,29
Wake Forest Demon Deacons,2019-20,Women's Soccer,Tony da Luz,Goals-Against Average,199,1.433
Wake Forest Demon Deacons,2019-20,Women's Soccer,Tony da Luz,Shutout Percentage,T-193,0.278
Wake Forest Demon Deacons,2019-20,Women's Soccer,Tony da Luz,Save Pct,270,0.716
Wake Forest Demon Deacons,2019-20,Women's Soccer,Tony da Luz,Won-Lost-Tied Percentage,202,0.444
Wake Forest Demon Deacons,2019-20,Women's Soccer,Tony da Luz,Points Per Game,98,4.78
Wake Forest Demon Deacons,2019-20,Women's Soccer,Tony da Luz,Assists Per Game,T-68,1.56
Wake Forest Demon Deacons,2019-20,Women's Soccer,Tony da Luz,Saves Per Game,T-238,3.78
Wake Forest Demon Deacons,2019-20,Women's Soccer,Tony da Luz,Fouls Per Game,T-176,9.78
Wake Forest Demon Deacons,2019-20,Women's Soccer,Tony da Luz,Shots on Goal Per Game,203,5.39
Wake Forest Demon Deacons,2019-20,Women's Soccer,Tony da Luz,Total Points,T-114,86
Wake Forest Demon Deacons,2019-20,Women's Soccer,Tony da Luz,Shots Per Game,205,11.72
Wake Forest Demon Deacons,2019-20,Women's Soccer,Tony da Luz,Total Assists,T-79,28
Wake Forest Demon Deacons,2019-20,Women's Soccer,Tony da Luz,Penalty Kicks,T-163,0.667
Washington Huskies,2019-20,Women's Soccer,Lesle Gallimore,Corner Kicks Per Game,47,5.76
Washington Huskies,2019-20,Women's Soccer,Lesle Gallimore,Scoring Offense,197,1.24
Washington Huskies,2019-20,Women's Soccer,Lesle Gallimore,Shot Accuracy,T-262,0.425
Washington Huskies,2019-20,Women's Soccer,Lesle Gallimore,Total Goals,T-162,26
Washington Huskies,2019-20,Women's Soccer,Lesle Gallimore,Goals-Against Average,65,0.927
Washington Huskies,2019-20,Women's Soccer,Lesle Gallimore,Shutout Percentage,T-77,0.429
Washington Huskies,2019-20,Women's Soccer,Lesle Gallimore,Save Pct,T-119,0.789
Washington Huskies,2019-20,Women's Soccer,Lesle Gallimore,Won-Lost-Tied Percentage,T-87,0.619
Washington Huskies,2019-20,Women's Soccer,Lesle Gallimore,Points Per Game,T-187,3.67
Washington Huskies,2019-20,Women's Soccer,Lesle Gallimore,Assists Per Game,T-141,1.19
Washington Huskies,2019-20,Women's Soccer,Lesle Gallimore,Saves Per Game,260,3.57
Washington Huskies,2019-20,Women's Soccer,Lesle Gallimore,Fouls Per Game,T-285,11.33
Washington Huskies,2019-20,Women's Soccer,Lesle Gallimore,Shots on Goal Per Game,176,5.67
Washington Huskies,2019-20,Women's Soccer,Lesle Gallimore,Total Points,145,77
Washington Huskies,2019-20,Women's Soccer,Lesle Gallimore,Shots Per Game,134,13.33
Washington Huskies,2019-20,Women's Soccer,Lesle Gallimore,Total Assists,T-113,25
Washington Huskies,2019-20,Women's Soccer,Lesle Gallimore,Penalty Kicks,234,0.400
Washington St. Cougars,2019-20,Women's Soccer,Todd Shulenberger,Corner Kicks Per Game,23,6.42
Washington St. Cougars,2019-20,Women's Soccer,Todd Shulenberger,Scoring Offense,62,1.88
Washington St. Cougars,2019-20,Women's Soccer,Todd Shulenberger,Shot Accuracy,260,0.425
Washington St. Cougars,2019-20,Women's Soccer,Todd Shulenberger,Total Goals,T-28,45
Washington St. Cougars,2019-20,Women's Soccer,Todd Shulenberger,Goals-Against Average,113,1.116
Washington St. Cougars,2019-20,Women's Soccer,Todd Shulenberger,Shutout Percentage,85,0.417
Washington St. Cougars,2019-20,Women's Soccer,Todd Shulenberger,Save Pct,214,0.745
Washington St. Cougars,2019-20,Women's Soccer,Todd Shulenberger,Won-Lost-Tied Percentage,T-59,0.688
Washington St. Cougars,2019-20,Women's Soccer,Todd Shulenberger,Points Per Game,T-43,5.67
Washington St. Cougars,2019-20,Women's Soccer,Todd Shulenberger,Assists Per Game,30,1.92
Washington St. Cougars,2019-20,Women's Soccer,Todd Shulenberger,Saves Per Game,292,3.17
Washington St. Cougars,2019-20,Women's Soccer,Todd Shulenberger,Fouls Per Game,249,10.67
Washington St. Cougars,2019-20,Women's Soccer,Todd Shulenberger,Shots on Goal Per Game,T-43,7.38
Washington St. Cougars,2019-20,Women's Soccer,Todd Shulenberger,Total Points,23,136
Washington St. Cougars,2019-20,Women's Soccer,Todd Shulenberger,Shots Per Game,14,17.33
Washington St. Cougars,2019-20,Women's Soccer,Todd Shulenberger,Total Assists,T-16,46
Washington St. Cougars,2019-20,Women's Soccer,Todd Shulenberger,Penalty Kicks,T-1,1.000
Weber St. Wildcats,2019-20,Women's Soccer,Meagan Thunell,Corner Kicks Per Game,298,2.88
Weber St. Wildcats,2019-20,Women's Soccer,Meagan Thunell,Scoring Offense,T-330,0.35
Weber St. Wildcats,2019-20,Women's Soccer,Meagan Thunell,Shot Accuracy,5,0.578
Weber St. Wildcats,2019-20,Women's Soccer,Meagan Thunell,Total Goals,330,6
Weber St. Wildcats,2019-20,Women's Soccer,Meagan Thunell,Goals-Against Average,180,1.351
Weber St. Wildcats,2019-20,Women's Soccer,Meagan Thunell,Shutout Percentage,T-131,0.353
Weber St. Wildcats,2019-20,Women's Soccer,Meagan Thunell,Save Pct,172,0.764
Weber St. Wildcats,2019-20,Women's Soccer,Meagan Thunell,Won-Lost-Tied Percentage,T-289,0.265
Weber St. Wildcats,2019-20,Women's Soccer,Meagan Thunell,Points Per Game,332,0.82
Weber St. Wildcats,2019-20,Women's Soccer,Meagan Thunell,Assists Per Game,333,0.12
Weber St. Wildcats,2019-20,Women's Soccer,Meagan Thunell,Saves Per Game,T-124,4.76
Weber St. Wildcats,2019-20,Women's Soccer,Meagan Thunell,Fouls Per Game,163,9.59
Weber St. Wildcats,2019-20,Women's Soccer,Meagan Thunell,Shots on Goal Per Game,179,5.65
Weber St. Wildcats,2019-20,Women's Soccer,Meagan Thunell,Total Points,332,14
Weber St. Wildcats,2019-20,Women's Soccer,Meagan Thunell,Shots Per Game,279,9.76
Weber St. Wildcats,2019-20,Women's Soccer,Meagan Thunell,Total Assists,333,2
Weber St. Wildcats,2019-20,Women's Soccer,Meagan Thunell,Penalty Kicks,T-1,1.000
West Virginia Mountaineers,2019-20,Women's Soccer,Nikki Izzo-Brown,Corner Kicks Per Game,17,6.73
West Virginia Mountaineers,2019-20,Women's Soccer,Nikki Izzo-Brown,Scoring Offense,109,1.59
West Virginia Mountaineers,2019-20,Women's Soccer,Nikki Izzo-Brown,Shot Accuracy,265,0.424
West Virginia Mountaineers,2019-20,Women's Soccer,Nikki Izzo-Brown,Total Goals,T-74,35
West Virginia Mountaineers,2019-20,Women's Soccer,Nikki Izzo-Brown,Goals-Against Average,119,1.142
West Virginia Mountaineers,2019-20,Women's Soccer,Nikki Izzo-Brown,Shutout Percentage,T-90,0.409
West Virginia Mountaineers,2019-20,Women's Soccer,Nikki Izzo-Brown,Save Pct,T-146,0.778
West Virginia Mountaineers,2019-20,Women's Soccer,Nikki Izzo-Brown,Won-Lost-Tied Percentage,T-101,0.591
West Virginia Mountaineers,2019-20,Women's Soccer,Nikki Izzo-Brown,Points Per Game,115,4.45
West Virginia Mountaineers,2019-20,Women's Soccer,Nikki Izzo-Brown,Assists Per Game,121,1.27
West Virginia Mountaineers,2019-20,Women's Soccer,Nikki Izzo-Brown,Saves Per Game,T-189,4.14
West Virginia Mountaineers,2019-20,Women's Soccer,Nikki Izzo-Brown,Fouls Per Game,46,7.59
West Virginia Mountaineers,2019-20,Women's Soccer,Nikki Izzo-Brown,Shots on Goal Per Game,155,5.86
West Virginia Mountaineers,2019-20,Women's Soccer,Nikki Izzo-Brown,Total Points,T-79,98
West Virginia Mountaineers,2019-20,Women's Soccer,Nikki Izzo-Brown,Shots Per Game,113,13.82
West Virginia Mountaineers,2019-20,Women's Soccer,Nikki Izzo-Brown,Total Assists,T-79,28
West Virginia Mountaineers,2019-20,Women's Soccer,Nikki Izzo-Brown,Penalty Kicks,T-197,0.500
Western Caro. Catamounts,2019-20,Women's Soccer,Chad Miller,Corner Kicks Per Game,149,4.53
Western Caro. Catamounts,2019-20,Women's Soccer,Chad Miller,Scoring Offense,T-183,1.32
Western Caro. Catamounts,2019-20,Women's Soccer,Chad Miller,Shot Accuracy,205,0.447
Western Caro. Catamounts,2019-20,Women's Soccer,Chad Miller,Total Goals,T-175,25
Western Caro. Catamounts,2019-20,Women's Soccer,Chad Miller,Goals-Against Average,232,1.581
Western Caro. Catamounts,2019-20,Women's Soccer,Chad Miller,Shutout Percentage,166,0.316
Western Caro. Catamounts,2019-20,Women's Soccer,Chad Miller,Save Pct,276,0.710
Western Caro. Catamounts,2019-20,Women's Soccer,Chad Miller,Won-Lost-Tied Percentage,T-110,0.579
Western Caro. Catamounts,2019-20,Women's Soccer,Chad Miller,Points Per Game,T-184,3.68
Western Caro. Catamounts,2019-20,Women's Soccer,Chad Miller,Assists Per Game,174,1.05
Western Caro. Catamounts,2019-20,Women's Soccer,Chad Miller,Saves Per Game,242,3.74
Western Caro. Catamounts,2019-20,Women's Soccer,Chad Miller,Fouls Per Game,71,8.16
Western Caro. Catamounts,2019-20,Women's Soccer,Chad Miller,Shots on Goal Per Game,162,5.79
Western Caro. Catamounts,2019-20,Women's Soccer,Chad Miller,Total Points,177,70
Western Caro. Catamounts,2019-20,Women's Soccer,Chad Miller,Shots Per Game,145,12.95
Western Caro. Catamounts,2019-20,Women's Soccer,Chad Miller,Total Assists,T-170,20
Western Caro. Catamounts,2019-20,Women's Soccer,Chad Miller,Penalty Kicks,T-163,0.667
Western Ill. Leathernecks,2019-20,Women's Soccer,Dr. Eric Johnson,Corner Kicks Per Game,T-324,2.17
Western Ill. Leathernecks,2019-20,Women's Soccer,Dr. Eric Johnson,Scoring Offense,298,0.72
Western Ill. Leathernecks,2019-20,Women's Soccer,Dr. Eric Johnson,Shot Accuracy,313,0.386
Western Ill. Leathernecks,2019-20,Women's Soccer,Dr. Eric Johnson,Total Goals,T-294,13
Western Ill. Leathernecks,2019-20,Women's Soccer,Dr. Eric Johnson,Goals-Against Average,192,1.399
Western Ill. Leathernecks,2019-20,Women's Soccer,Dr. Eric Johnson,Shutout Percentage,T-144,0.333
Western Ill. Leathernecks,2019-20,Women's Soccer,Dr. Eric Johnson,Save Pct,100,0.796
Western Ill. Leathernecks,2019-20,Women's Soccer,Dr. Eric Johnson,Won-Lost-Tied Percentage,247,0.361
Western Ill. Leathernecks,2019-20,Women's Soccer,Dr. Eric Johnson,Points Per Game,T-305,1.89
Western Ill. Leathernecks,2019-20,Women's Soccer,Dr. Eric Johnson,Assists Per Game,T-303,0.44
Western Ill. Leathernecks,2019-20,Women's Soccer,Dr. Eric Johnson,Saves Per Game,102,5.00
Western Ill. Leathernecks,2019-20,Women's Soccer,Dr. Eric Johnson,Fouls Per Game,T-35,7.28
Western Ill. Leathernecks,2019-20,Women's Soccer,Dr. Eric Johnson,Shots on Goal Per Game,277,4.50
Western Ill. Leathernecks,2019-20,Women's Soccer,Dr. Eric Johnson,Total Points,304,34
Western Ill. Leathernecks,2019-20,Women's Soccer,Dr. Eric Johnson,Shots Per Game,207,11.67
Western Ill. Leathernecks,2019-20,Women's Soccer,Dr. Eric Johnson,Total Assists,T-300,8
Western Ill. Leathernecks,2019-20,Women's Soccer,Dr. Eric Johnson,Penalty Kicks,T-1,1.000
Western Ky. Lady Toppers,2019-20,Women's Soccer,Jason Neidell,Corner Kicks Per Game,62,5.56
Western Ky. Lady Toppers,2019-20,Women's Soccer,Jason Neidell,Scoring Offense,T-75,1.78
Western Ky. Lady Toppers,2019-20,Women's Soccer,Jason Neidell,Shot Accuracy,290,0.414
Western Ky. Lady Toppers,2019-20,Women's Soccer,Jason Neidell,Total Goals,T-99,32
Western Ky. Lady Toppers,2019-20,Women's Soccer,Jason Neidell,Goals-Against Average,85,1.000
Western Ky. Lady Toppers,2019-20,Women's Soccer,Jason Neidell,Shutout Percentage,T-100,0.389
Western Ky. Lady Toppers,2019-20,Women's Soccer,Jason Neidell,Save Pct,108,0.793
Western Ky. Lady Toppers,2019-20,Women's Soccer,Jason Neidell,Won-Lost-Tied Percentage,105,0.583
Western Ky. Lady Toppers,2019-20,Women's Soccer,Jason Neidell,Points Per Game,T-78,5.00
Western Ky. Lady Toppers,2019-20,Women's Soccer,Jason Neidell,Assists Per Game,85,1.44
Western Ky. Lady Toppers,2019-20,Women's Soccer,Jason Neidell,Saves Per Game,T-201,4.06
Western Ky. Lady Toppers,2019-20,Women's Soccer,Jason Neidell,Fouls Per Game,196,10.00
Western Ky. Lady Toppers,2019-20,Women's Soccer,Jason Neidell,Shots on Goal Per Game,76,6.78
Western Ky. Lady Toppers,2019-20,Women's Soccer,Jason Neidell,Total Points,T-96,90
Western Ky. Lady Toppers,2019-20,Women's Soccer,Jason Neidell,Shots Per Game,33,16.39
Western Ky. Lady Toppers,2019-20,Women's Soccer,Jason Neidell,Total Assists,T-105,26
Western Ky. Lady Toppers,2019-20,Women's Soccer,Jason Neidell,Penalty Kicks,T-1,1.000
Western Mich. Broncos,2019-20,Women's Soccer,Sammy Boateng,Corner Kicks Per Game,T-141,4.58
Western Mich. Broncos,2019-20,Women's Soccer,Sammy Boateng,Scoring Offense,T-200,1.21
Western Mich. Broncos,2019-20,Women's Soccer,Sammy Boateng,Shot Accuracy,96,0.489
Western Mich. Broncos,2019-20,Women's Soccer,Sammy Boateng,Total Goals,T-198,23
Western Mich. Broncos,2019-20,Women's Soccer,Sammy Boateng,Goals-Against Average,218,1.495
Western Mich. Broncos,2019-20,Women's Soccer,Sammy Boateng,Shutout Percentage,T-207,0.263
Western Mich. Broncos,2019-20,Women's Soccer,Sammy Boateng,Save Pct,145,0.779
Western Mich. Broncos,2019-20,Women's Soccer,Sammy Boateng,Won-Lost-Tied Percentage,T-191,0.447
Western Mich. Broncos,2019-20,Women's Soccer,Sammy Boateng,Points Per Game,T-196,3.47
Western Mich. Broncos,2019-20,Women's Soccer,Sammy Boateng,Assists Per Game,T-174,1.05
Western Mich. Broncos,2019-20,Women's Soccer,Sammy Boateng,Saves Per Game,76,5.37
Western Mich. Broncos,2019-20,Women's Soccer,Sammy Boateng,Fouls Per Game,12,6.47
Western Mich. Broncos,2019-20,Women's Soccer,Sammy Boateng,Shots on Goal Per Game,239,4.89
Western Mich. Broncos,2019-20,Women's Soccer,Sammy Boateng,Total Points,196,66
Western Mich. Broncos,2019-20,Women's Soccer,Sammy Boateng,Shots Per Game,T-269,10.00
Western Mich. Broncos,2019-20,Women's Soccer,Sammy Boateng,Total Assists,T-170,20
Western Mich. Broncos,2019-20,Women's Soccer,Sammy Boateng,Penalty Kicks,T-1,1.000
Western Mich. Broncos,2019-20,Women's Basketball,Shane Clipfell,Scoring Offense,74,69.8
Western Mich. Broncos,2019-20,Women's Basketball,Shane Clipfell,Scoring Defense,232,66.5
Western Mich. Broncos,2019-20,Women's Basketball,Shane Clipfell,Scoring Margin,T-129,3.4
Western Mich. Broncos,2019-20,Women's Basketball,Shane Clipfell,Field-Goal Percentage,144,40.3
Western Mich. Broncos,2019-20,Women's Basketball,Shane Clipfell,Free-Throw Percentage,158,70.2
Western Mich. Broncos,2019-20,Women's Basketball,Shane Clipfell,Three-Point Field-Goal Percentage,239,29.8
Western Mich. Broncos,2019-20,Women's Basketball,Shane Clipfell,Rebound Margin,142,1.5
Western Mich. Broncos,2019-20,Women's Basketball,Shane Clipfell,Turnover Margin,107,1.71
Western Mich. Broncos,2019-20,Women's Basketball,Shane Clipfell,Turnovers Per Game,T-66,13.9
Western Mich. Broncos,2019-20,Women's Basketball,Shane Clipfell,Assist Turnover Ratio,98,0.95
Western Mich. Broncos,2019-20,Women's Basketball,Shane Clipfell,Field-Goal Percentage Defense,178,40.0
Western Mich. Broncos,2019-20,Women's Basketball,Shane Clipfell,Three Pt FG Defense,237,32.3
Western Mich. Broncos,2019-20,Women's Basketball,Shane Clipfell,Blocked Shots Per Game,T-234,2.6
Western Mich. Broncos,2019-20,Women's Basketball,Shane Clipfell,Steals Per Game,130,8.4
Western Mich. Broncos,2019-20,Women's Basketball,Shane Clipfell,Personal Fouls Per Game,148,16.5
Western Mich. Broncos,2019-20,Women's Basketball,Shane Clipfell,Assists Per Game,T-151,13.2
Western Mich. Broncos,2019-20,Women's Basketball,Shane Clipfell,Three-Point Field Goals Per Game,66,7.3
Wichita St. Shockers,2019-20,Women's Basketball,Keitha Adams,Scoring Offense,219,63.1
Wichita St. Shockers,2019-20,Women's Basketball,Keitha Adams,Scoring Defense,213,65.9
Wichita St. Shockers,2019-20,Women's Basketball,Keitha Adams,Scoring Margin,233,-2.8
Wichita St. Shockers,2019-20,Women's Basketball,Keitha Adams,Field-Goal Percentage,215,39.0
Wichita St. Shockers,2019-20,Women's Basketball,Keitha Adams,Free-Throw Percentage,190,69.0
Wichita St. Shockers,2019-20,Women's Basketball,Keitha Adams,Three-Point Field-Goal Percentage,T-233,29.9
Wichita St. Shockers,2019-20,Women's Basketball,Keitha Adams,Rebound Margin,208,-1.0
Wichita St. Shockers,2019-20,Women's Basketball,Keitha Adams,Turnover Margin,128,1.35
Wichita St. Shockers,2019-20,Women's Basketball,Keitha Adams,Turnovers Per Game,314,18.6
Wichita St. Shockers,2019-20,Women's Basketball,Keitha Adams,Assist Turnover Ratio,324,0.56
Wichita St. Shockers,2019-20,Women's Basketball,Keitha Adams,Field-Goal Percentage Defense,249,41.1
Wichita St. Shockers,2019-20,Women's Basketball,Keitha Adams,Three Pt FG Defense,333,35.2
Wichita St. Shockers,2019-20,Women's Basketball,Keitha Adams,Blocked Shots Per Game,T-176,3.2
Wichita St. Shockers,2019-20,Women's Basketball,Keitha Adams,Steals Per Game,51,9.5
Wichita St. Shockers,2019-20,Women's Basketball,Keitha Adams,Personal Fouls Per Game,316,19.6
Wichita St. Shockers,2019-20,Women's Basketball,Keitha Adams,Assists Per Game,315,10.5
Wichita St. Shockers,2019-20,Women's Basketball,Keitha Adams,Three-Point Field Goals Per Game,265,4.8
William & Mary Tribe,2019-20,Women's Soccer,Julie Shackford,Corner Kicks Per Game,257,3.56
William & Mary Tribe,2019-20,Women's Soccer,Julie Shackford,Scoring Offense,T-238,1.06
William & Mary Tribe,2019-20,Women's Soccer,Julie Shackford,Shot Accuracy,279,0.419
William & Mary Tribe,2019-20,Women's Soccer,Julie Shackford,Total Goals,T-233,19
William & Mary Tribe,2019-20,Women's Soccer,Julie Shackford,Goals-Against Average,287,1.965
William & Mary Tribe,2019-20,Women's Soccer,Julie Shackford,Shutout Percentage,T-239,0.222
William & Mary Tribe,2019-20,Women's Soccer,Julie Shackford,Save Pct,305,0.684
William & Mary Tribe,2019-20,Women's Soccer,Julie Shackford,Won-Lost-Tied Percentage,T-260,0.333
William & Mary Tribe,2019-20,Women's Soccer,Julie Shackford,Points Per Game,T-239,2.89
William & Mary Tribe,2019-20,Women's Soccer,Julie Shackford,Assists Per Game,T-234,0.78
William & Mary Tribe,2019-20,Women's Soccer,Julie Shackford,Saves Per Game,153,4.44
William & Mary Tribe,2019-20,Women's Soccer,Julie Shackford,Fouls Per Game,182,9.83
William & Mary Tribe,2019-20,Women's Soccer,Julie Shackford,Shots on Goal Per Game,229,5.06
William & Mary Tribe,2019-20,Women's Soccer,Julie Shackford,Total Points,T-238,52
William & Mary Tribe,2019-20,Women's Soccer,Julie Shackford,Shots Per Game,192,12.06
William & Mary Tribe,2019-20,Women's Soccer,Julie Shackford,Total Assists,T-234,14
William & Mary Tribe,2019-20,Women's Soccer,Julie Shackford,Penalty Kicks,T-245,0.000
William & Mary Tribe,2019-20,Women's Basketball,Ed Swanson,Scoring Offense,72,70.0
William & Mary Tribe,2019-20,Women's Basketball,Ed Swanson,Scoring Defense,116,62.2
William & Mary Tribe,2019-20,Women's Basketball,Ed Swanson,Scoring Margin,60,7.8
William & Mary Tribe,2019-20,Women's Basketball,Ed Swanson,Field-Goal Percentage,23,44.9
William & Mary Tribe,2019-20,Women's Basketball,Ed Swanson,Free-Throw Percentage,1,81.5
William & Mary Tribe,2019-20,Women's Basketball,Ed Swanson,Three-Point Field-Goal Percentage,84,33.3
William & Mary Tribe,2019-20,Women's Basketball,Ed Swanson,Rebound Margin,229,-1.6
William & Mary Tribe,2019-20,Women's Basketball,Ed Swanson,Turnover Margin,112,1.59
William & Mary Tribe,2019-20,Women's Basketball,Ed Swanson,Turnovers Per Game,T-192,16.1
William & Mary Tribe,2019-20,Women's Basketball,Ed Swanson,Assist Turnover Ratio,73,1.02
William & Mary Tribe,2019-20,Women's Basketball,Ed Swanson,Field-Goal Percentage Defense,203,40.5
William & Mary Tribe,2019-20,Women's Basketball,Ed Swanson,Three Pt FG Defense,191,31.5
William & Mary Tribe,2019-20,Women's Basketball,Ed Swanson,Blocked Shots Per Game,96,3.8
William & Mary Tribe,2019-20,Women's Basketball,Ed Swanson,Steals Per Game,T-124,8.4
William & Mary Tribe,2019-20,Women's Basketball,Ed Swanson,Personal Fouls Per Game,T-227,17.6
William & Mary Tribe,2019-20,Women's Basketball,Ed Swanson,Assists Per Game,22,16.3
William & Mary Tribe,2019-20,Women's Basketball,Ed Swanson,Three-Point Field Goals Per Game,160,6.0
Winthrop Eagles,2019-20,Women's Soccer,Spencer Smith,Corner Kicks Per Game,T-193,4.19
Winthrop Eagles,2019-20,Women's Soccer,Spencer Smith,Scoring Offense,T-79,1.75
Winthrop Eagles,2019-20,Women's Soccer,Spencer Smith,Shot Accuracy,12,0.548
Winthrop Eagles,2019-20,Women's Soccer,Spencer Smith,Total Goals,T-133,28
Winthrop Eagles,2019-20,Women's Soccer,Spencer Smith,Goals-Against Average,182,1.356
Winthrop Eagles,2019-20,Women's Soccer,Spencer Smith,Shutout Percentage,111,0.375
Winthrop Eagles,2019-20,Women's Soccer,Spencer Smith,Save Pct,182,0.758
Winthrop Eagles,2019-20,Women's Soccer,Spencer Smith,Won-Lost-Tied Percentage,143,0.531
Winthrop Eagles,2019-20,Women's Soccer,Spencer Smith,Points Per Game,88,4.94
Winthrop Eagles,2019-20,Women's Soccer,Spencer Smith,Assists Per Game,88,1.44
Winthrop Eagles,2019-20,Women's Soccer,Spencer Smith,Saves Per Game,T-166,4.31
Winthrop Eagles,2019-20,Women's Soccer,Spencer Smith,Fouls Per Game,78,8.19
Winthrop Eagles,2019-20,Women's Soccer,Spencer Smith,Shots on Goal Per Game,41,7.44
Winthrop Eagles,2019-20,Women's Soccer,Spencer Smith,Total Points,136,79
Winthrop Eagles,2019-20,Women's Soccer,Spencer Smith,Shots Per Game,127,13.56
Winthrop Eagles,2019-20,Women's Soccer,Spencer Smith,Total Assists,T-135,23
Winthrop Eagles,2019-20,Women's Soccer,Spencer Smith,Penalty Kicks,235,0.333
Winthrop Eagles,2019-20,Women's Basketball,Lynette Woodard,Scoring Offense,316,57.1
Winthrop Eagles,2019-20,Women's Basketball,Lynette Woodard,Scoring Defense,161,63.9
Winthrop Eagles,2019-20,Women's Basketball,Lynette Woodard,Scoring Margin,283,-6.9
